เลขที่บิล,วันที่,เวลา,สาขา,สินค้า,หมวดสินค้า,จำนวน,ราคาต่อหน่วย,ยอดขาย,รหัสลูกค้า,สถานะ
B011659,12/08/2569,18:00,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B011660,12/08/2569,18:07,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,2,60,120,,สำเร็จ
B011661,12/08/2569,19:00,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011662,12/08/2569,07:53,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011663,12/08/2569,07:34,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,M0164,สำเร็จ
B011664,12/08/2569,07:47,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011665,12/08/2569,07:36,สาขาอารีย์,ลาเต้เย็น,กาแฟ,2,65,130,,สำเร็จ
B011665,12/08/2569,07:36,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,2,55,110,,สำเร็จ
B011666,12/08/2569,07:18,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011667,12/08/2569,08:14,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011668,12/08/2569,08:37,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M0334,สำเร็จ
B011668,12/08/2569,08:37,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,M0334,สำเร็จ
B011668,12/08/2569,08:37,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0334,สำเร็จ
B011669,12/08/2569,08:39,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011670,12/08/2569,08:13,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,2,90,180,M1654,สำเร็จ
B011671,12/08/2569,08:01,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0945,สำเร็จ
B011671,12/08/2569,08:01,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,M0945,สำเร็จ
B011672,12/08/2569,08:03,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M1325,สำเร็จ
B011672,12/08/2569,08:03,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M1325,สำเร็จ
B011673,12/08/2569,09:08,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,M0506,สำเร็จ
B011674,12/08/2569,09:26,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M1783,สำเร็จ
B011675,12/08/2569,09:11,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B011675,12/08/2569,09:11,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011676,12/08/2569,09:06,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M0417,สำเร็จ
B011677,12/08/2569,09:51,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M1131,สำเร็จ
B011678,12/08/2569,10:27,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M1042,สำเร็จ
B011679,12/08/2569,11:39,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011680,12/08/2569,11:03,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011680,12/08/2569,11:03,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011680,12/08/2569,11:03,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B011681,12/08/2569,11:24,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B011682,12/08/2569,12:24,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011683,12/08/2569,12:28,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011684,12/08/2569,12:22,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011685,12/08/2569,12:18,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,,ยกเลิก
B011686,12/08/2569,12:20,สาขาอารีย์,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M1403,สำเร็จ
B011687,12/08/2569,13:05,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011687,12/08/2569,13:05,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011688,12/08/2569,13:10,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011689,12/08/2569,13:06,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011690,12/08/2569,13:24,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011690,12/08/2569,13:24,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011691,12/08/2569,13:03,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011691,12/08/2569,13:03,สาขาอารีย์,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B011692,12/08/2569,13:44,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B011693,12/08/2569,13:09,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011693,12/08/2569,13:09,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011694,12/08/2569,13:29,สาขาอารีย์,สปาเกตตีคาโบนารา,อาหาร,1,129,129,M0011,สำเร็จ
B011694,12/08/2569,13:29,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M0011,สำเร็จ
B011695,12/08/2569,14:57,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011695,12/08/2569,14:57,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011695,12/08/2569,14:57,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011696,12/08/2569,14:52,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M0191,สำเร็จ
B011696,12/08/2569,14:52,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,M0191,สำเร็จ
B011696,12/08/2569,14:52,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0191,สำเร็จ
B011697,12/08/2569,14:38,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011697,12/08/2569,14:38,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011698,12/08/2569,14:22,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011699,12/08/2569,14:10,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011699,12/08/2569,14:10,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B011700,12/08/2569,14:22,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011701,12/08/2569,16:59,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011701,12/08/2569,16:59,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011702,12/08/2569,16:45,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011703,12/08/2569,17:59,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011703,12/08/2569,17:59,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011704,12/08/2569,17:04,สาขาอารีย์,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B011704,12/08/2569,17:04,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011704,12/08/2569,17:04,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011705,12/08/2569,17:38,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M1202,สำเร็จ
B011705,12/08/2569,17:38,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M1202,สำเร็จ
B011706,12/08/2569,17:23,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1769,สำเร็จ
B011707,12/08/2569,17:07,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B011708,12/08/2569,18:27,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B011709,12/08/2569,18:08,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1596,สำเร็จ
B011710,12/08/2569,18:31,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B011711,12/08/2569,19:07,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B011711,12/08/2569,19:07,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011711,12/08/2569,19:07,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011712,12/08/2569,19:51,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B011712,12/08/2569,19:51,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B011712,12/08/2569,19:51,สาขาอารีย์,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B011713,12/08/2569,08:00,สาขาทองหล่อ,อเมริกาโน่เย็น,กาแฟ,2,55,110,,สำเร็จ
B011713,12/08/2569,08:00,สาขาทองหล่อ,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B011713,12/08/2569,08:00,สาขาทองหล่อ,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B011714,12/08/2569,08:32,สาขาทองหล่อ,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B011715,12/08/2569,08:04,สาขาทองหล่อ,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
